Sample ,Age,Photos,# of Tags,Albums,Gender ,Emp,Profile,Cover,Orientation,Relationship,Posts,Replies,Children,Likes,Edu,Events,Friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,45,95,35,6,0,1,0,1,1,1,38,14,2,34,1,4,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,24,133,0,19,0,1,1,1,1,0,2,10,0,148,1,1,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,17,109,0,9,0,0,1,1,1,0,19,76,0,222,1,5,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,36,41,43,4,0,1,1,0,1,1,0,0,2,8,1,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,18,235,5,9,0,0,1,1,1,1,0,0,0,3,1,1,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,15,477,14,10,0,0,1,1,1,0,1,0,0,9,0,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,14,463,763,9,0,0,1,0,1,1,107,255,0,1558,0,2,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,24,327,20,13,0,1,1,0,1,0,23,53,0,145,1,1,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,18,842,599,23,0,0,1,1,1,0,55,85,0,1285,1,11,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,21,191,161,15,1,1,1,0,1,1,4,2,0,924,0,6,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,20,630,316,15,0,1,1,0,1,0,6,87,0,72,0,4,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,23,6389,10460,159,0,1,1,1,1,0,38,129,0,26,0,23,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,21,549,170,14,1,1,1,1,1,1,3,17,0,9,0,8,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,20,757,588,17,0,1,1,1,1,1,21,11,0,102,0,10,1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,21,1050,829,38,1,0,1,1,1,1,11,14,0,122,0,2,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,20,242,809,33,0,0,1,1,1,0,23,42,0,218,0,6,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,18,1905,697,46,0,0,1,0,1,0,33,28,0,255,1,2,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,21,733,168,19,1,1,1,1,1,1,9,14,0,40,0,1,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,21,1382,533,33,0,1,1,0,1,1,13,22,0,172,0,58,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,21,339,446,15,1,0,1,0,1,0,27,44,0,149,0,1,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,22,30,87,18,1,0,1,0,1,0,4,12,0,255,0,18,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,20,179,209,19,1,0,1,1,1,0,8,19,0,126,0,3,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,19,78,98,8,1,1,1,0,1,0,19,32,0,44,1,1,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,18,99,149,8,0,1,1,0,1,0,4,18,0,0,1,1,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,20,126,124,11,1,0,1,1,1,0,19,22,0,80,0,16,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,21,181,370,11,1,0,1,0,1,0,2,6,0,50,0,1,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,19,99,50,9,0,1,1,0,1,0,6,19,0,1658,1,5,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,21,2845,1970,67,0,1,1,1,1,1,28,36,0,137,1,6,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,19,279,426,17,1,1,1,0,1,1,20,19,0,19,0,3,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,20,47,279,15,1,1,1,0,1,1,4,9,0,172,0,1,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,22,2338,995,44,1,1,1,0,1,1,17,12,0,224,0,53,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,22,62,713,4,1,1,1,0,1,1,25,3,0,23,1,5,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,18,680,245,11,0,1,1,0,1,0,36,12,0,221,1,0,1328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,22,56,289,7,1,1,1,0,1,0,8,4,0,322,0,396,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,51,5,207,6,1,1,1,0,1,1,38,1,3,99,0,105,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,37,68,54,11,0,1,1,0,1,1,4,2,2,46,1,11,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,22,5499,1922,98,0,1,1,0,1,1,8,3,0,4,0,232,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,22,1254,101,5,1,1,1,0,1,1,25,15,0,25,1,25,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,25,505,52,9,0,0,1,0,1,1,5,4,0,45,0,45,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,26,254,42,7,1,0,1,1,1,0,10,8,1,151,0,78,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,18,1058,438,12,0,1,0,0,1,0,6,4,0,105,1,102,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,26,185,107,8,1,1,1,0,1,1,7,3,3,50,0,56,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,48,25,202,15,0,0,1,0,1,0,9,4,5,24,0,35,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,50,30,50,8,1,1,1,0,1,1,7,4,3,31,0,29,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,19,159,229,11,0,1,1,1,1,1,12,5,0,75,1,16,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,26,105,143,5,1,1,0,0,1,0,2,1,0,39,0,16,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,24,334,62,13,1,1,1,0,1,1,34,25,0,546,0,250,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,20,166,50,11,1,0,0,0,1,0,10,1,0,124,1,26,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,22,492,376,13,0,1,1,1,1,0,25,24,0,282,1,243,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,29,257,53,15,0,1,0,1,1,0,12,1,2,51,0,157,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,35,385,250,19,1,1,1,0,1,1,25,9,4,28,0,5,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,32,276,200,11,1,1,1,0,1,1,1,10,0,8,0,27,2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,20,81,37,7,1,1,1,1,1,1,18,23,0,621,0,10,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,21,365,286,19,1,0,1,1,1,0,2,5,0,1071,1,2,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,20,86,26,14,1,0,1,1,1,1,17,27,0,526,0,3,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,29,927,448,28,1,1,1,0,1,0,32,35,0,127,0,0,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,32,1126,877,85,0,1,0,1,1,0,5,12,0,179,1,1,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,19,871,310,31,0,1,1,1,1,1,40,70,0,587,0,15,4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,27,327,303,18,1,1,1,1,1,0,27,50,0,1232,0,0,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,21,228,204,21,1,0,1,0,1,1,31,63,0,232,0,0,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,22,1831,1222,60,0,1,1,1,1,1,21,32,0,657,0,14,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,23,1724,76,67,0,1,1,0,1,0,9,20,0,458,0,2,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,21,49,161,11,1,0,0,1,1,1,10,7,0,111,1,2,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,25,11001,587,128,0,1,1,1,1,1,21,30,0,115,0,3,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,20,5,2,3,1,0,1,0,1,0,4,19,0,383,0,9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,21,214,256,16,0,1,1,1,1,0,6,31,0,73,0,22,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,21,40,291,9,1,0,1,0,1,0,15,27,0,27,0,0,3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,21,95,122,9,1,1,0,1,1,0,14,46,0,51,0,1,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,35,2682,2153,62,0,1,1,1,1,1,22,15,0,124,0,3,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,20,204,127,9,1,1,0,1,1,0,3,22,0,995,0,0,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,24,506,650,23,1,1,1,0,1,1,25,50,0,144,0,0,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,22,247,126,17,1,0,1,1,1,0,29,42,0,721,0,5,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,18,2810,1250,24,0,0,1,1,1,1,16,40,0,331,0,6,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,22,1011,4499,92,1,1,1,1,1,1,10,15,0,692,0,2,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,18,959,207,10,0,0,1,1,1,1,14,32,0,699,0,3,1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,29,156,174,10,1,1,1,1,1,1,3,5,0,14,0,3,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,21,1235,191,8,0,1,1,1,1,1,12,19,0,0,1,7,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,20,307,609,24,1,1,1,1,1,0,6,15,0,45,1,3,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,20,383,53,8,1,0,1,0,1,0,5,12,0,28,0,6,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,22,847,688,23,1,0,1,1,1,1,18,27,0,247,0,13,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,17,279,307,43,1,1,1,1,1,0,4,4,0,250,1,8,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,25,64,259,15,0,1,1,0,1,1,7,16,0,22,1,5,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,21,126,16,3,1,1,1,0,1,0,8,22,0,39,1,4,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,19,430,35,5,1,0,1,1,1,1,10,23,0,140,0,5,1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,23,576,1333,27,1,1,1,1,1,1,11,17,0,64,0,1,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,20,420,1734,26,0,1,1,0,1,1,13,33,0,160,1,19,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,21,1251,673,29,0,1,1,1,1,0,9,25,0,66,1,21,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,22,0,794,20,0,1,1,1,1,1,4,7,0,0,1,16,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,24,1984,3975,68,0,1,1,1,1,0,10,14,0,364,1,9,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,35,368,116,9,1,1,1,1,1,0,6,17,0,18,0,11,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,19,505,700,14,0,1,1,1,1,0,17,36,0,103,1,7,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,25,265,89,8,1,1,1,1,1,1,12,28,0,1,0,3,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,19,1798,123,8,0,0,1,1,0,1,15,31,0,842,0,5,1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,21,636,123,21,0,1,1,1,1,1,6,9,0,87,0,12,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,21,152,52,7,1,1,1,1,1,0,25,38,0,62,0,16,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,22,1285,652,43,1,1,1,1,1,0,36,15,0,272,0,7,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,19,207,41,9,0,1,1,0,1,1,22,15,0,27,0,6,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,20,1008,369,22,0,1,1,0,1,0,36,29,0,267,0,12,2530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,22,594,201,14,0,0,1,1,1,0,20,36,0,203,0,4,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,22,535,1205,17,0,0,1,0,1,1,19,25,0,176,0,18,4974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,27,725,172,10,1,1,1,0,1,0,34,45,0,42,1,3,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,23,187,102,12,0,0,1,0,1,1,18,26,0,72,0,9,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,22,1688,997,14,0,0,1,0,1,0,25,39,0,120,0,7,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,22,487,111,5,1,1,1,0,1,0,12,8,0,46,0,2,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,20,258,126,14,1,1,1,0,1,0,35,46,0,128,1,12,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,21,1718,789,30,0,0,1,1,1,1,45,52,0,47,0,14,1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,21,6363,1757,137,0,1,1,1,1,0,55,68,0,96,0,6,2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,20,2916,1270,42,0,0,1,0,1,0,20,13,0,25,0,5,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,22,157,28,10,1,1,1,0,1,0,23,24,0,184,1,14,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,23,2279,1269,48,0,0,1,1,1,0,37,25,0,133,0,12,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,22,454,411,12,1,1,1,0,1,0,12,5,0,28,0,4,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,24,683,224,17,0,0,1,1,1,0,28,36,0,23,0,23,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,25,93,24,6,1,1,1,0,1,0,15,5,0,272,1,4,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,24,412,262,12,0,1,1,1,1,1,29,27,0,137,0,8,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,24,380,349,4,1,1,1,1,1,1,4,3,0,4,0,10,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,24,70,0,5,1,1,1,1,1,0,2,5,0,34,0,6,1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,25,69,52,5,1,0,1,1,1,0,0,3,0,12,0,6,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,26,229,56,10,1,1,1,1,1,0,4,4,0,116,0,1,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,23,402,315,7,1,1,1,1,1,1,6,2,0,93,0,55,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,23,70,21,6,1,1,1,0,1,0,0,2,0,215,0,15,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,24,3476,1191,43,1,1,1,0,1,1,20,5,0,106,0,40,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,24,61,41,8,1,0,1,1,1,0,5,3,0,523,0,3,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,22,224,55,6,1,0,1,1,1,1,4,0,0,1834,0,13,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,24,640,222,6,1,1,1,1,1,1,3,2,0,122,0,5,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,24,9651,1473,10,1,1,1,1,1,1,3,14,0,10,0,25,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,21,81,49,20,1,1,1,1,1,0,3,2,0,110,0,23,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,25,1318,881,15,1,1,1,1,1,0,2,10,0,4,0,32,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,22,49,30,6,1,1,1,1,1,1,6,4,0,42,0,26,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,25,696,536,11,1,1,1,1,1,1,1,4,0,62,0,0,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,26,1276,502,38,1,1,1,1,1,1,5,3,0,128,0,20,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,25,2479,1778,22,1,1,1,1,1,1,5,3,0,211,0,40,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,22,2001,498,26,1,1,1,1,1,1,10,6,0,60,0,47,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,22,463,302,11,1,1,1,1,1,0,4,2,0,43,0,65,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,23,289,239,2,1,1,1,0,1,0,15,30,0,33,0,0,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,22,503,403,9,0,1,1,1,1,1,20,55,0,30,0,0,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,24,181,167,1,1,1,1,0,1,1,2,3,0,5,1,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,22,234,209,1,1,1,1,0,1,1,6,4,0,5,0,0,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,23,256,230,4,1,1,1,0,1,0,4,3,0,7,0,1,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,23,467,430,19,0,1,1,1,1,0,19,30,0,67,1,0,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,25,453,400,11,0,1,1,1,1,1,23,55,1,33,0,2,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,19,563,467,25,0,1,1,0,1,0,30,25,0,89,1,0,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,20,332,245,11,0,1,1,0,1,0,21,22,0,42,1,0,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,23,167,160,2,1,0,1,1,1,0,5,3,0,6,0,0,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,22,189,179,5,0,0,1,1,1,0,11,22,0,34,0,0,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,21,163,160,1,0,0,1,1,1,1,3,5,0,8,0,0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,21,423,378,14,0,1,1,0,1,0,13,11,0,21,0,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,22,475,367,22,0,1,1,0,1,0,15,24,0,14,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,23,758,578,18,0,1,1,0,1,0,6,8,0,11,1,0,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,25,235,198,3,1,1,1,0,1,1,2,11,0,17,1,0,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,25,372,301,5,0,1,1,1,1,0,11,7,0,24,0,0,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,26,181,173,1,0,1,1,0,1,0,4,18,0,8,0,0,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,24,342,302,4,1,1,1,0,1,1,11,33,0,30,1,1,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,23,670,560,5,0,1,1,0,1,0,30,39,0,67,0,0,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,25,1254,982,29,0,1,1,1,1,0,33,40,0,98,1,3,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,25,840,572,39,0,1,1,1,1,0,17,11,0,25,0,1,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,17,147,956,13,1,0,1,1,1,0,26,0,0,88,1,19,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,22,998,1929,32,0,0,1,0,1,0,38,12,0,634,0,1,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,22,1779,338,37,1,1,1,1,1,0,29,23,0,273,0,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,44,92,718,7,0,1,1,0,1,1,57,36,5,78,1,1,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,20,651,922,17,0,0,1,0,1,1,27,30,0,74,0,1,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,22,419,139,19,0,1,1,0,1,1,23,16,0,234,0,4,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,22,831,1494,28,0,1,1,1,1,0,53,31,0,124,0,8,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,23,252,0,9,1,0,1,0,1,0,59,22,0,86,0,3,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,22,776,591,25,1,1,1,0,1,0,25,3,0,136,0,3,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,22,418,395,14,1,1,1,1,1,0,60,30,0,0,0,1,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,21,268,464,12,0,0,1,1,1,0,28,25,0,57,0,1,1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,24,211,451,21,1,1,1,1,1,0,36,8,0,119,0,14,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,22,1282,1706,21,0,1,1,0,1,0,57,15,0,49,0,5,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,56,438,67,22,1,1,1,0,1,1,26,35,3,237,0,3,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,22,1259,1721,32,0,1,1,0,1,0,17,45,0,294,0,3,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,27,2587,341,67,0,1,1,0,1,0,20,14,0,83,0,0,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,22,479,1277,17,0,0,1,1,1,0,26,42,0,59,0,3,1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,22,2479,1389,68,0,1,1,0,0,0,26,31,0,36,0,5,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,23,89,192,9,1,1,0,0,1,1,42,27,0,115,0,2,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,24,66,268,8,1,1,1,0,1,1,33,22,0,57,0,18,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,24,518,370,26,1,1,1,0,1,1,17,10,0,23,0,2,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
